"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","sumLogDrugConcNonZero_3","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
571,1e+05,80012,96486.8,41381,0.0385068,5017,16120,69.5292,190791,187526,1366940,0.916535,0.421632,0,0,5872,55,80006,14,32497,2081,0,99538,-36328.7,0,-338587,0.000364293237011521,0.999635706762989,0.000686976180662245,0.999313023819338,0.000430623481283258,0.999569376518717
572,1e+05,84615,96848,49486,0.051964,6520,19757,79.9635,152442,34643.9,309621,0.342382,0.336941,0,0,7893,65,84606,15,38892,2584,0,99538,-45273,0,-338587,0.000524275311994656,0.999475724688005,0.00076767724486542,0.999232322755135,0.000385534736679775,0.99961446526332
573,1e+05,84041,96677.3,48109,0.0516586,6126,18397,19.2844,57187.4,7360.88,63219,0.0651165,0.126379,0,0,7585,56,84033,16,36618,2310,0,99538,-41673.7,0,-338587,0.000337100466532194,0.999662899533468,0.000665961065062018,0.999334038934938,0.000436752743353169,0.999563247256647
574,1e+05,79948,96281.2,36694,0.0365707,4171,12750,3.7227,13655,4438.85,27470.7,0.0135586,0.0301739,0,0,5103,54,79941,7,25427,1460,0,99538,-27723.4,0,-338587,0.000272551107579042,0.999727448892421,0.000675042190136884,0.999324957809863,0.000275222143587324,0.999724777856413
575,1e+05,73284,95880.3,20598,0.0165224,1843,5849,1.11697,3814.27,9419.6,47333.4,0.00812621,0.00842849,0,0,2218,43,73276,4,12362,591,0,99538,-11347.7,0,-338587,0.000292754053201581,0.999707245946798,0.000586478266206577,0.999413521733793,0.000323467572375869,0.999676532427624
576,1e+05,64638,95523.9,9409,0.00553653,640,2122,0.544706,2481.29,36677.2,176821,0.0177113,0.00548245,0,0,797,27,64631,3,5112,188,0,99538,-3392.96,0,-338588,0.000219477146758862,0.999780522853241,0.000417581737758669,0.999582418262241,0.000586510263929619,0.99941348973607
577,1e+05,55728,95212.1,5346,0.00271369,304,1111,1.39346,3030.64,115192,576052,0.0680155,0.00669783,0,0,352,18,55723,0,2924,110,0,99538,-2090.66,0,-338588,0.000459579360974466,0.999540420639026,0.000322922086076676,0.999677077913923,0,1
578,1e+05,48691,94947.1,4798,0.00258441,309,1087,0.376816,4748.62,208361,1107980,0.205264,0.0104906,0,0,353,14,48684,0,2907,126,0,99538,-2358.38,0,-338588,7.93464419117859e-05,0.999920653558088,0.000287486139061152,0.999712513860939,0,1
579,1e+05,45332,94748.7,6064,0.00370979,450,1645,1.34313,8478.29,275634,1508990,0.367881,0.0187318,0,0,507,11,45327,0,4026,172,0,99538,-2872.34,0,-338588,0.000158394824328915,0.999841605175671,0.000242622083020866,0.999757377916979,0,1
580,1e+05,46545,94667.4,9130,0.00611753,777,2727,0.491659,16551.6,390302,2103590,0.491286,0.0365639,0,0,863,7,46541,0,6527,322,0,99538,-5896.56,0,-338588,2.97037383630404e-05,0.999970296261637,0.000150382400962447,0.999849617599038,0,1
581,1e+05,54100,94849.2,15091,0.0110451,1374,4877,0.035658,38533.4,583534,3153410,0.69732,0.0851218,0,0,1546,4,54099,0,11162,556,0,99538,-9734.62,0,-338588,9.25378165510061e-07,0.999999074621834,7.39330536199471e-05,0.99992606694638,0,1
582,1e+05,67248,95505.4,25881,0.0201849,2693,9073,0.000189219,98727.6,570904,3346580,1.02434,0.218093,0,0,3070,2,67247,0,19836,1114,0,99538,-19000,0,-338589,1.91657651596258e-09,0.999999998083423,2.97402191854154e-05,0.999970259780815,0,1
583,1e+05,78738,96370,39589,0.036264,4856,15398,0,182530,236511,1660500,0.991585,0.403222,0,0,5654,1,78738,0,30940,1914,0,99538,-32961.3,0,-338589,0,1,1.27001866927444e-05,0.999987299813307,0,1
584,1e+05,84320,96835.5,48786,0.0501945,6504,19346,0,169254,46681.8,406819,0.4279,0.373902,0,0,7886,1,84320,0,38299,2673,0,99538,-46740.9,0,-338589,0,1,1.18594418946644e-05,0.999988140558105,0,1
585,1e+05,84406,96735,49258,0.0532488,6523,19370,0,70419.3,9043.97,80332,0.0876874,0.155566,0,0,8032,1,84406,0,37881,2483,0,99538,-45839.9,0,-338589,0,1,1.18473586313931e-05,0.999988152641369,0,1
586,1e+05,80738,96353.6,39642,0.0401229,4662,14003,0,17503.7,4393.75,28755,0.016734,0.0386679,0,0,5726,0,80738,0,27999,1665,0,99538,-31137.9,0,-338589,0,1,0,1,0,1
587,1e+05,74638,95947.8,23340,0.019563,2275,6972,0,4543.79,7775.13,39851.1,0.00802331,0.0100376,0,0,2789,0,74638,0,14313,736,0,99538,-14039.8,0,-338589,0,1,0,1,0,1
588,1e+05,66135,95583.6,10684,0.0069479,789,2641,0,2535.68,29136.2,140453,0.0145702,0.00560144,0,0,958,0,66135,0,5893,266,0,99538,-4994.24,0,-338589,0,1,0,1,0,1
589,1e+05,57000,95265.4,5750,0.00296916,359,1195,0,2954.81,98826,489634,0.0543603,0.00652727,0,0,422,0,57000,0,3191,117,0,99538,-2160.38,0,-338589,0,1,0,1,0,1
590,1e+05,49572,94992.9,4823,0.00264861,293,1078,0,4466.2,195127,1027850,0.177028,0.00986597,0,0,325,0,49572,0,2944,102,0,99538,-1761.39,0,-338589,0,1,0,1,0,1
591,1e+05,45806,94786.5,5784,0.00356852,425,1527,0,8092.06,263865,1443200,0.344277,0.0178756,0,0,472,0,45806,0,3890,150,0,99538,-2518.58,0,-338590,0,1,0,1,0,1
592,1e+05,46480,94687.7,8863,0.00585723,724,2551,0,15413.8,364161,1969550,0.469575,0.0340494,0,0,816,0,46480,0,6180,296,0,99538,-5286.25,0,-338591,0,1,0,1,0,1
593,1e+05,53176,94819.3,14397,0.0102996,1279,4607,0,34178.4,553108,2974780,0.651148,0.0755015,0,0,1424,0,53176,0,10481,496,0,99538,-8828.24,0,-338591,0,1,0,1,0,1
594,1e+05,65774,95409.2,24088,0.0183981,2453,8219,0,88207.4,604180,3469980,0.974842,0.194856,0,0,2802,0,65774,0,18376,975,0,99538,-16715.7,0,-338591,0,1,0,1,0,1
595,1e+05,77598,96281.3,37817,0.0338531,4474,14524,0,174873,291781,1975990,1.04785,0.386309,0,0,5182,0,77598,0,29576,1890,0,99538,-32249,0,-338591,0,1,0,1,0,1
596,1e+05,84074,96836.3,47745,0.0490302,6276,18899,0,184435,62828.9,531014,0.523046,0.407437,0,0,7510,0,84074,0,37651,2496,0,99538,-43789.2,0,-338591,0,1,0,1,0,1
597,1e+05,84968,96807.9,49977,0.053938,6625,19633,0,86036.6,11415.3,103706,0.117733,0.190067,0,0,8057,0,84968,0,38539,2664,0,99538,-48013.9,0,-338591,0,1,0,1,0,1
598,1e+05,81785,96445.5,41317,0.0429177,4883,15005,0,22511,4519.21,31379.5,0.0212183,0.0497308,0,0,6103,0,81785,0,29671,1913,0,99538,-34839.8,0,-338591,0,1,0,1,0,1
599,1e+05,76022,96034.6,25822,0.0224473,2588,7977,0,5441.5,6557.42,34462.6,0.00824396,0.0120209,0,0,3182,0,76022,0,16637,868,0,99538,-15863.6,0,-338591,0,1,0,1,0,1
600,1e+05,67865,95662.9,12282,0.00830036,930,3083,0,2586.42,23056.3,111395,0.0122334,0.00571356,0,0,1159,0,67865,0,6798,286,0,99538,-5426.51,0,-338591,0,1,0,1,0,1
601,1e+05,58685,95336.9,6143,0.00315823,378,1228,0,2805.05,83391.4,409741,0.0432262,0.00619647,0,0,454,0,58685,0,3360,128,0,99538,-2532.62,0,-338591,0,1,0,1,0,1
602,1e+05,50758,95054.4,4648,0.00258788,287,1089,0,3996.21,180714,942296,0.150309,0.00882776,0,0,328,0,50758,0,2880,113,0,99538,-2041.66,0,-338591,0,1,0,1,0,1
603,1e+05,46211,94832.5,5493,0.00342033,388,1480,0,7154.26,252958,1380030,0.318846,0.015804,0,0,453,0,46211,0,3689,158,0,99538,-2388.09,0,-338591,0,1,0,1,0,1
604,1e+05,46097,94710.2,8281,0.00533846,675,2396,0,13772.9,341141,1851780,0.449399,0.0304247,0,0,753,0,46097,0,5869,239,0,99538,-3963.31,0,-338591,0,1,0,1,0,1
605,1e+05,51908,94791.6,13291,0.00954595,1216,4333,0,29856.6,519579,2786940,0.610127,0.0659548,0,0,1381,0,51908,0,9759,463,0,99538,-8079.3,0,-338591,0,1,0,1,0,1
606,1e+05,63804,95305,22375,0.0169765,2334,7640,0,77119.4,624261,3522890,0.919244,0.170361,0,0,2619,0,63804,0,17002,926,0,99538,-15376.9,0,-338591,0,1,0,1,0,1
607,1e+05,76381,96171.6,36114,0.0314047,4212,13597,0,164505,351438,2300280,1.0829,0.363408,0,0,4830,0,76381,0,27946,1670,0,99538,-29056.3,0,-338591,0,1,0,1,0,1
608,1e+05,83847,96814.9,47278,0.047242,6067,18671,0,196781,84092.1,686609,0.624456,0.434711,0,0,7188,0,83847,0,37197,2393,0,99538,-41193.3,0,-338592,0,1,0,1,0,1
609,1e+05,85437,96873.5,50903,0.0547364,6786,20066,0,104111,14737.7,135394,0.156914,0.229997,0,0,8263,0,85437,0,39588,2707,0,99538,-48462.1,0,-338592,0,1,0,1,0,1
610,1e+05,82871,96541.2,44084,0.0456346,5363,16282,0,29033.1,4831.31,35613.4,0.0275101,0.0641382,0,0,6627,0,82871,0,32266,1995,0,99538,-37203.1,0,-338592,0,1,0,1,0,1
611,1e+05,77405,96125.7,28865,0.0261127,2984,9173,0,6763.43,5673.98,30758.8,0.00881798,0.0149412,0,0,3690,0,77405,0,18725,1000,0,99538,-18721.9,0,-338592,0,1,0,1,0,1
612,1e+05,69615,95743.8,14272,0.00993544,1143,3727,0,2755.96,18243.4,88573.2,0.0105314,0.00608809,0,0,1397,0,69615,0,7941,380,0,99538,-7272.42,0,-338592,0,1,0,1,0,1
613,1e+05,60564,95409.1,6721,0.00361941,410,1410,0,2675.88,69263.3,337913,0.0343173,0.00591112,0,0,489,0,60564,0,3522,131,0,99538,-2437.71,0,-338592,0,1,0,1,0,1
614,1e+05,52531,95117.6,4818,0.00241501,297,1058,0,3681.65,165210,852387,0.12571,0.00813284,0,0,334,0,52531,0,2865,103,0,99538,-1814.01,0,-338592,0,1,0,1,0,1
615,1e+05,47084,94880.6,5281,0.00307886,374,1323,0,6268.28,242404,1316930,0.291743,0.0138468,0,0,414,0,47084,0,3430,134,0,99538,-2158.95,0,-338593,0,1,0,1,0,1
616,1e+05,45853,94731.3,7402,0.00476231,608,2119,0,11880.8,321110,1748980,0.429892,0.026245,0,0,699,0,45853,0,5236,232,0,99538,-3732.61,0,-338593,0,1,0,1,0,1
617,1e+05,49996,94751.2,11693,0.00813012,1042,3656,0,24720.7,485092,2599740,0.574138,0.0546088,0,0,1172,0,49996,0,8550,389,0,99538,-7102.4,0,-338593,0,1,0,1,0,1
618,1e+05,60630,95147.2,19811,0.0143603,1934,6616,0,62036.9,630876,3508040,0.861135,0.137043,0,0,2135,0,60630,0,14809,692,0,99538,-11676.8,0,-338593,0,1,0,1,0,1
619,1e+05,73640,95964.7,32774,0.0276335,3727,12171,0,141777,412695,2617000,1.09617,0.313197,0,0,4278,0,73640,0,25459,1477,0,99538,-25216.3,0,-338593,0,1,0,1,0,1
620,1e+05,82396,96685.6,45061,0.0442631,5833,17694,0,194845,111470,877111,0.727517,0.43044,0,0,6834,0,82396,0,35608,2358,0,99538,-41051.5,0,-338593,0,1,0,1,0,1
621,1e+05,84831,96849.3,50131,0.0532684,6695,19745,0,119632,19371.8,178016,0.206772,0.264287,0,0,8175,0,84831,0,39006,2677,0,99538,-48376.4,0,-338593,0,1,0,1,0,1
622,1e+05,82876,96561.7,45204,0.0479758,5734,17029,0,36323.9,5364.87,41879.8,0.036287,0.0802444,0,0,7064,0,82876,0,33545,2216,0,99538,-40333.7,0,-338593,0,1,0,1,0,1
623,1e+05,77955,96151.6,31227,0.0294593,3379,10476,0,8375.91,5055.87,28456.1,0.00981114,0.0185033,0,0,4171,0,77955,0,20738,1181,0,99538,-22137,0,-338594,0,1,0,1,0,1
624,1e+05,70728,95764.1,16028,0.0117458,1307,4251,0,2963.28,14493,70921,0.00933552,0.00654611,0,0,1596,0,70728,0,9160,396,0,99538,-7586.16,0,-338595,0,1,0,1,0,1
625,1e+05,61630,95423.3,7594,0.00426608,503,1695,0,2572.17,56701.3,275061,0.0273067,0.005682,0,0,599,0,61630,0,4065,166,0,99538,-3292.05,0,-338595,0,1,0,1,0,1
626,1e+05,53112,95126.8,4887,0.00241703,260,971,0,3509.09,148858,759854,0.103665,0.00775169,0,0,308,0,53112,0,2819,85,0,99538,-1578.89,0,-338595,0,1,0,1,0,1
627,1e+05,46956,94878.6,5046,0.00288386,327,1240,0,5550.89,231722,1251660,0.263363,0.0122621,0,0,357,0,46956,0,3275,121,0,99538,-2026.14,0,-338595,0,1,0,1,0,1
628,1e+05,45268,94711.3,6762,0.00436704,521,1881,0,10525.4,303784,1659210,0.410246,0.0232508,0,0,590,0,45268,0,4692,217,0,99538,-3655.43,0,-338595,0,1,0,1,0,1
629,1e+05,48718,94692.3,10735,0.00735768,931,3296,0,21343.8,451328,2420550,0.542771,0.0471492,0,0,1050,0,48718,0,7855,375,0,99538,-6641.26,0,-338595,0,1,0,1,0,1
630,1e+05,58223,95011.9,18159,0.0133687,1723,6072,0,52551.9,624952,3433450,0.803445,0.116089,0,0,1935,0,58223,0,13593,662,0,99538,-11591.6,0,-338595,0,1,0,1,0,1
631,1e+05,71743,95799.9,30260,0.0244799,3181,10971,0,127962,472109,2908080,1.08888,0.282678,0,0,3640,0,71743,0,23298,1286,0,99538,-22193.9,0,-338595,0,1,0,1,0,1
632,1e+05,81345,96581.6,43300,0.04132,5477,17068,0,192625,145796,1104240,0.826773,0.425529,0,0,6390,0,81345,0,34126,2145,0,99538,-37353.8,0,-338595,0,1,0,1,0,1
633,1e+05,84927,96844.7,49992,0.0526939,6712,19873,0,135869,25799.2,234808,0.268456,0.300154,0,0,8140,0,84927,0,38871,2705,0,99538,-49138.2,0,-338595,0,1,0,1,0,1
634,1e+05,83603,96613.3,46914,0.0494475,5983,17662,0,45851.4,6178.25,50794.1,0.0484433,0.101292,0,0,7370,0,83603,0,35081,2274,0,99538,-41341.6,0,-338596,0,1,0,1,0,1
635,1e+05,78968,96206.6,33943,0.0326481,3762,11452,0,10604.9,4654.49,27382.7,0.0113345,0.0234277,0,0,4694,0,78968,0,22975,1348,0,99538,-25435.6,0,-338596,0,1,0,1,0,1
636,1e+05,71837,95812.6,17883,0.0136736,1603,5013,0,3289.79,11609.8,57457.3,0.00855364,0.00726737,0,0,1946,0,71837,0,10553,481,0,99538,-8843.27,0,-338596,0,1,0,1,0,1
637,1e+05,62904,95463.9,8380,0.00471429,531,1798,0,2478.06,45836,221457,0.0218706,0.00547413,0,0,636,0,62904,0,4457,180,0,99538,-3500.57,0,-338596,0,1,0,1,0,1
638,1e+05,54211,95158.9,5113,0.00263886,279,1057,0,3174.64,132032,666924,0.0844155,0.00701287,0,0,337,0,54211,0,2969,113,0,99538,-2202.58,0,-338596,0,1,0,1,0,1
639,1e+05,47843,94904.7,4835,0.00285136,359,1212,0,5261.71,220486,1182420,0.234297,0.0116233,0,0,406,0,47843,0,3141,131,0,99538,-2483.69,0,-338597,0,1,0,1,0,1
640,1e+05,45245,94726.8,6641,0.00413532,528,1839,0,9838.86,288776,1580090,0.389757,0.0217342,0,0,584,0,45245,0,4577,179,0,99538,-3102.91,0,-338597,0,1,0,1,0,1
641,1e+05,47684,94683.6,10259,0.00718779,937,3102,0,19487,419482,2254250,0.515405,0.0430477,0,0,1054,0,47684,0,7332,381,0,99538,-6681.2,0,-338597,0,1,0,1,0,1
642,1e+05,56865,94954.7,17082,0.0124094,1565,5625,0,47401.5,608358,3310770,0.748356,0.104712,0,0,1770,0,56865,0,12748,606,0,99538,-10643,0,-338597,0,1,0,1,0,1
643,1e+05,70255,95694.6,28796,0.0233957,3070,10355,0,116636,525989,3156100,1.06372,0.257659,0,0,3530,0,70255,0,22157,1231,0,99538,-21367,0,-338597,0,1,0,1,0,1
644,1e+05,80703,96538.8,42434,0.0397484,5178,16425,0,197647,187527,1366940,0.916535,0.436625,0,0,6064,0,80703,0,33211,2114,0,99538,-35882.4,0,-338597,0,1,0,1,0,1
645,1e+05,85020,96897.7,50136,0.052749,6627,19961,0,157551,34643.9,309621,0.342382,0.348053,0,0,8044,0,85020,0,39399,2606,0,99538,-46638.3,0,-338597,0,1,0,1,0,1
646,1e+05,84317,96721.1,48539,0.0526001,6235,18627,0,58184.4,7360.87,63219.1,0.0651165,0.128538,0,0,7690,0,84317,0,36933,2399,0,99538,-43578.3,0,-338597,0,1,0,1,0,1
647,1e+05,80179,96321.2,36977,0.0367988,4291,12842,0,13837.2,4438.85,27470.7,0.0135586,0.0305684,0,0,5298,0,80179,0,25696,1576,0,99538,-29417.5,0,-338597,0,1,0,1,0,1
648,1e+05,73610,95918.5,20852,0.0167946,1971,6131,0,3862.41,9419.6,47333.3,0.00812621,0.0085323,0,0,2416,0,73610,0,12525,671,0,99538,-12985.3,0,-338597,0,1,0,1,0,1
649,1e+05,64952,95560.8,9617,0.00572674,617,2162,0,2525.63,36677.2,176821,0.0177113,0.00557924,0,0,750,0,64952,0,5201,183,0,99538,-3612.56,0,-338598,0,1,0,1,0,1
650,1e+05,55970,95247.8,5337,0.00267498,305,1097,0,3072.84,115192,576052,0.0680155,0.00678799,0,0,345,0,55970,0,3006,108,0,99538,-2100.3,0,-338598,0,1,0,1,0,1
651,1e+05,48918,94981.7,4728,0.00265311,347,1137,0,4740.46,208361,1107980,0.205264,0.0104718,0,0,388,0,48918,0,3012,131,0,99538,-2437.68,0,-338598,0,1,0,1,0,1
652,1e+05,45686,94785.2,6072,0.00363038,460,1604,0,8749.63,275634,1508990,0.367881,0.0193282,0,0,522,0,45686,0,4144,185,0,99538,-3051.09,0,-338598,0,1,0,1,0,1
653,1e+05,46954,94699.7,9355,0.00639671,816,2778,0,16450.8,390302,2103590,0.491286,0.0363402,0,0,903,0,46954,0,6737,289,0,99538,-4963.7,0,-338598,0,1,0,1,0,1
654,1e+05,54584,94885.8,15065,0.0108011,1401,4931,0,39277.2,583534,3153410,0.69732,0.0867647,0,0,1590,0,54584,0,11083,557,0,99538,-9718.28,0,-338598,0,1,0,1,0,1
655,1e+05,67420,95527.1,26006,0.0205856,2733,9236,0,98028.3,570904,3346580,1.02434,0.216552,0,0,3142,0,67420,0,19820,1183,0,99538,-20356.8,0,-338599,0,1,0,1,0,1
656,1e+05,78960,96391.4,39563,0.0358394,4629,15100,0,184359,236511,1660500,0.991585,0.407266,0,0,5410,0,78960,0,31015,1889,0,99538,-32495.4,0,-338599,0,1,0,1,0,1
657,1e+05,84377,96847.2,48766,0.050479,6450,19551,0,168856,46681.8,406819,0.4279,0.373025,0,0,7713,0,84377,0,38533,2553,0,99538,-44514.5,0,-338599,0,1,0,1,0,1
658,1e+05,84346,96744.9,49185,0.0528506,6336,18999,0,70511.3,9043.96,80332.1,0.0876874,0.155768,0,0,7750,0,84346,0,37706,2480,0,99538,-45843.3,0,-338599,0,1,0,1,0,1
659,1e+05,80783,96362.9,39069,0.0396572,4636,13910,0,17511.3,4393.75,28755,0.016734,0.0386842,0,0,5683,0,80783,0,27384,1705,0,99538,-32163.7,0,-338599,0,1,0,1,0,1
660,1e+05,74525,95956.6,22951,0.0192711,2255,6790,0,4487.56,7775.13,39851.1,0.00802331,0.00991342,0,0,2771,0,74525,0,14072,765,0,99538,-14371.4,0,-338599,0,1,0,1,0,1
661,1e+05,66028,95592,10855,0.00686757,764,2551,0,2497.91,29136.2,140453,0.0145702,0.005518,0,0,930,0,66028,0,5741,232,0,99538,-4376.43,0,-338599,0,1,0,1,0,1
662,1e+05,56843,95272.9,5811,0.00292728,340,1166,0,2901.16,98826,489635,0.0543603,0.00640876,0,0,412,0,56843,0,3121,118,0,99538,-2167.08,0,-338600,0,1,0,1,0,1
663,1e+05,49683,95000,4835,0.00269847,332,1118,0,4404.06,195127,1027850,0.177028,0.00972866,0,0,387,0,49683,0,2974,125,0,99538,-2144.77,0,-338600,0,1,0,1,0,1
664,1e+05,45912,94794.2,5985,0.00355554,416,1542,0,8151.62,263865,1443200,0.344277,0.0180072,0,0,472,0,45912,0,4035,167,0,99538,-2976.88,0,-338600,0,1,0,1,0,1
665,1e+05,46490,94694.3,8975,0.00597588,722,2676,0,15351.5,364161,1969550,0.469575,0.033912,0,0,802,0,46490,0,6303,277,0,99538,-4791.59,0,-338600,0,1,0,1,0,1
666,1e+05,53330,94832.8,14282,0.0103223,1318,4674,0,34834.3,553108,2974780,0.651148,0.076951,0,0,1485,0,53330,0,10531,502,0,99538,-8408.58,0,-338600,0,1,0,1,0,1
667,1e+05,65799,95421.9,24599,0.0191047,2534,8489,0,88598.3,604179,3469980,0.974842,0.19572,0,0,2860,0,65799,0,18670,1000,0,99538,-16997.5,0,-338600,0,1,0,1,0,1
668,1e+05,78000,96305.6,38060,0.0334602,4447,14392,0,178749,291781,1975990,1.04785,0.394868,0,0,5152,0,78000,0,29670,1808,0,99538,-32000.4,0,-338600,0,1,0,1,0,1
669,1e+05,84238,96850.2,48321,0.0490491,6313,19123,0,184501,62829,531015,0.523046,0.407589,0,0,7494,0,84238,0,37937,2541,0,99538,-44710,0,-338600,0,1,0,1,0,1
670,1e+05,85148,96822.4,50539,0.0539305,6573,19594,0,86410.2,11415.3,103706,0.117733,0.190897,0,0,8039,0,85148,0,38947,2513,0,99538,-46132.3,0,-338601,0,1,0,1,0,1
671,1e+05,82094,96461.1,42086,0.0429831,4902,15111,0,22625.9,4519.21,31379.4,0.0212183,0.049983,0,0,6054,0,82094,0,30149,1834,0,99538,-34289.3,0,-338601,0,1,0,1,0,1
672,1e+05,76314,96048.3,26046,0.0225685,2617,8063,0,5471.79,6557.41,34462.5,0.00824396,0.0120877,0,0,3208,0,76314,0,16492,887,0,99538,-16657,0,-338601,0,1,0,1,0,1
673,1e+05,68140,95674.7,12370,0.00812231,953,3057,0,2604.99,23056.3,111395,0.0122334,0.00575455,0,0,1200,0,68140,0,6876,308,0,99538,-6079.19,0,-338601,0,1,0,1,0,1
674,1e+05,58995,95347.7,6284,0.00336616,339,1316,0,2784.15,83391.4,409741,0.0432262,0.00615025,0,0,415,0,58995,0,3353,109,0,99538,-1946.03,0,-338601,0,1,0,1,0,1
675,1e+05,51288,95066.1,4868,0.00255276,298,1072,0,4108.47,180714,942296,0.150309,0.00907572,0,0,331,0,51288,0,2857,112,0,99538,-1736.18,0,-338601,0,1,0,1,0,1
676,1e+05,46459,94842.5,5559,0.00345338,382,1492,0,7072.9,252958,1380030,0.318846,0.0156242,0,0,434,0,46459,0,3720,140,0,99538,-2359.85,0,-338601,0,1,0,1,0,1
677,1e+05,46443,94720.8,8160,0.00536777,638,2334,0,13864.1,341141,1851780,0.449399,0.0306262,0,0,709,0,46443,0,5746,235,0,99538,-4189.4,0,-338601,0,1,0,1,0,1
678,1e+05,51937,94797.1,13217,0.00938673,1229,4288,0,29538.3,519579,2786940,0.610127,0.0652513,0,0,1361,0,51937,0,9729,508,0,99538,-9069.2,0,-338601,0,1,0,1,0,1
679,1e+05,63807,95301.2,22431,0.0170601,2218,7639,0,76159.5,624261,3522890,0.919244,0.168239,0,0,2519,0,63807,0,16997,941,0,99538,-16350.5,0,-338601,0,1,0,1,0,1
680,1e+05,76364,96170.6,35886,0.030985,4071,13418,0,164316,351438,2300280,1.0829,0.362986,0,0,4741,0,76364,0,28090,1671,0,99538,-29568.8,0,-338601,0,1,0,1,0,1
681,1e+05,83724,96806.3,47447,0.0473696,6140,18911,0,194608,84092.1,686609,0.624456,0.429913,0,0,7320,0,83724,0,37361,2539,0,99538,-44283.2,0,-338601,0,1,0,1,0,1
682,1e+05,85340,96865.5,50504,0.0546644,6804,19905,0,103599,14737.7,135394,0.156914,0.228868,0,0,8381,0,85340,0,39370,2704,0,99538,-48832.8,0,-338601,0,1,0,1,0,1
683,1e+05,82716,96534.9,44197,0.0458567,5289,16161,0,29112.4,4831.3,35613.4,0.0275101,0.0643139,0,0,6559,0,82716,0,32088,2019,0,99538,-36857.7,0,-338601,0,1,0,1,0,1
684,1e+05,77266,96119.6,28723,0.026376,3007,9286,0,6752.92,5673.98,30758.8,0.00881798,0.0149178,0,0,3717,0,77266,0,18580,1016,0,99538,-19012.4,0,-338602,0,1,0,1,0,1
685,1e+05,69584,95739.1,14086,0.00969486,1098,3564,0,2777.16,18243.4,88573.2,0.0105314,0.00613493,0,0,1340,0,69584,0,7923,340,0,99538,-5948,0,-338602,0,1,0,1,0,1
686,1e+05,60521,95404.5,6796,0.0036312,430,1393,0,2659.67,69263.3,337913,0.0343173,0.00587528,0,0,515,0,60521,0,3568,124,0,99538,-2230.08,0,-338602,0,1,0,1,0,1
687,1e+05,52274,95113.4,4772,0.00245591,278,1034,0,3705.19,165210,852387,0.12571,0.0081849,0,0,324,0,52274,0,2798,127,0,99538,-2411.02,0,-338602,0,1,0,1,0,1
688,1e+05,46981,94876.5,5314,0.00310515,334,1318,0,6265.18,242404,1316930,0.291743,0.0138399,0,0,390,0,46981,0,3476,149,0,99538,-2420,0,-338602,0,1,0,1,0,1
689,1e+05,45745,94727.5,7289,0.00476415,560,2061,0,11886.3,321110,1748980,0.429892,0.0262573,0,0,633,0,45745,0,5098,238,0,99538,-3979.58,0,-338602,0,1,0,1,0,1
690,1e+05,49949,94745.6,11807,0.00812186,995,3580,0,24562.1,485092,2599740,0.574138,0.0542581,0,0,1128,0,49949,0,8594,404,0,99538,-7294.63,0,-338602,0,1,0,1,0,1
691,1e+05,60603,95139.9,19941,0.0148123,1840,6700,0,61745.2,630876,3508040,0.861135,0.136399,0,0,2071,0,60603,0,14908,742,0,99538,-12608.3,0,-338603,0,1,0,1,0,1
692,1e+05,73793,95970.7,32967,0.0275308,3599,12117,0,143884,412695,2617000,1.09617,0.31785,0,0,4114,0,73793,0,25668,1425,0,99538,-24777,0,-338603,0,1,0,1,0,1
693,1e+05,82509,96691.9,45384,0.0446546,5686,17857,0,195203,111470,877109,0.727517,0.431223,0,0,6695,0,82509,0,35611,2287,0,99538,-40922.3,0,-338603,0,1,0,1,0,1
694,1e+05,85095,96854.1,50520,0.0537335,6798,20067,0,120132,19371.8,178016,0.206772,0.265388,0,0,8228,0,85095,0,39304,2657,0,99538,-47875.5,0,-338603,0,1,0,1,0,1
695,1e+05,83126,96568.5,45678,0.0481047,5854,17143,0,36629.3,5364.87,41879.8,0.036287,0.0809199,0,0,7285,0,83126,0,33904,2276,0,99538,-41217.1,0,-338603,0,1,0,1,0,1
696,1e+05,78244,96156.9,31580,0.0298809,3342,10375,0,8416.95,5055.87,28456.1,0.00981114,0.0185942,0,0,4174,0,78244,0,21080,1188,0,99538,-22942.4,0,-338604,0,1,0,1,0,1
697,1e+05,70930,95769.1,16120,0.0118949,1355,4350,0,3000.42,14493,70921.1,0.00933552,0.00662819,0,0,1690,0,70930,0,9458,423,0,99538,-8019.36,0,-338604,0,1,0,1,0,1
698,1e+05,61860,95429,7633,0.00421491,488,1644,0,2613.6,56701.3,275061,0.0273067,0.00577356,0,0,593,0,61860,0,4134,158,0,99538,-2686.98,0,-338604,0,1,0,1,0,1
