"Setting","Factor","First","Effect","MAX","MIN","EIR","Resistance_level","Treatment_access","Dosage","Seasonality","sum_first"
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Diangostic",0.0100781987811993,"Total",0.0102645551859909,0.00987562467591283,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","IC50_S_short",0.00967319997520072,"Total",0.00985971851503038,0.00947767626433548,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","half-life_short",0.0338821874676528,"Total",0.0344629265038378,0.0332776763458029,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","MKR_short",0.00691238119651894,"Total",0.00706560041806811,0.00675712043430232,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.5_Resistance_7_Dosage_0","Cmax/IC50",0.785894741685314,"Total",0.795592921283237,0.775890856370963,5,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Fitness",0.163152254287785,"First",0.164473866622276,0.14184216145341,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","half-life_long",0.0979464854415588,"First",0.106260374849829,0.0784695389930622,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","MKR_long",0.0127730670155713,"First",0.0255217883947722,-0.000704143111626102,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Diangostic",0.0118829762609399,"First",0.0243911980157123,-0.000902694160799137,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","IC50_S_short",0.0115073513281752,"First",0.0239788918953086,-0.00133857966365645,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","half-life_short",0.0337495830121925,"First",0.0446901608691857,0.0194899743993459,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","MKR_short",0.0113790242917682,"First",0.0238384289715918,-0.00138896549920916,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Cmax/IC50",0.657609258362009,"First",0.623757012302999,0.60866781448443,10,7,0.5,0,"sesonality1",0.937052992335152
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Fitness",0.151040465937947,"Total",0.153475186481813,0.148374207637096,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","half-life_long",0.182438836738376,"Total",0.186165394635262,0.178566270047869,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","MKR_long",0.014415433993419,"Total",0.0147192873681935,0.0140995574607475,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Diangostic",0.00708480849232645,"Total",0.0072371299382086,0.00691768895288838,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","IC50_S_short",0.00708231937732563,"Total",0.00722834044469158,0.00693745845889784,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","half-life_short",0.0373483400608075,"Total",0.0380265533895338,0.0366234076206347,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","MKR_short",0.00409060664874879,"Total",0.00416756478428749,0.00400683953679979,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_7_Dosage_0","Cmax/IC50",0.73109115332105,"Total",0.741208389235901,0.720545953817007,10,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Fitness",0.290987850298811,"First",0.271258732069019,0.253460967322915,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","half-life_long",0.0707530126316429,"First",0.0759716855783268,0.0512088465394,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","MKR_long",0.00548397333250915,"First",0.0155487519310849,-0.00645351075779122,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Diangostic",0.00182733930919677,"First",0.0122833350583004,-0.00947140512658932,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","IC50_S_short",0.00577408634944117,"First",0.0159449023006005,-0.00608928094375606,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","half-life_short",0.0462564392540413,"First",0.0522594299071392,0.0310398755956942,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","MKR_short",0.000657687995928459,"First",0.0112107673021495,-0.0106525836330753,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Cmax/IC50",0.578259610828429,"First",0.529641942388269,0.514319960111945,500,7,0.5,0,"sesonality1",0.902359185872798
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Fitness",0.263086137745435,"Total",0.267061426723034,0.259203753973933,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","half-life_long",0.146691863425116,"Total",0.149489110983748,0.143898238935247,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","MKR_long",0.0166983693615584,"Total",0.0169941695281796,0.0163942622426436,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","Diangostic",0.00980055495291999,"Total",0.00997930256445606,0.00961827485771664,500,7,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_7_Dosage_0","IC50_S_short",0.00929385809084077,"Total",0.00945677394508074,0.0091223993897409,500,7,0.5,0,"sesonality1",0
